Token	Corpus	Time	Text	Genre	Type	Whole_Genitive	Possessor	Possessum	Possessor_Length	Possessum_Length
bg44.0003.01	Brown	1960	G44	Non-fiction	of	the art of the recent past	the recent past	the art	3	2
bg44.0004.01	Brown	1960	G44	Non-fiction	of	the ultimate purpose of literary scholarship	literary scholarship	the ultimate purpose	2	3
bg44.0004.02	Brown	1960	G44	Non-fiction	of	the horizons of the general public , of the newspaper critic , and of the creative artist himself	the general public, of the newspaper critic, and of the creative artist himself	the horizons	8	2
bg44.0011.01	Brown	1960	G44	Non-fiction	of	the value of such study	such study	the value	2	2
bg44.0018.01	Brown	1960	G44	Non-fiction	of	the primary emphasis of his attention	his attention	the primary emphasis	2	3
bg44.0020.02	Brown	1960	G44	Non-fiction	of	the immediacies of sensuous or emotional experience	sensuous or emotional experience	the immediacies	4	2
bg44.0024.02	Brown	1960	G44	Non-fiction	of	the perfectibility of man	man	the perfectibility	1	2
bg44.0024.03	Brown	1960	G44	Non-fiction	of	the depravity of man	man	the depravity	1	2
bg44.0024.04	Brown	1960	G44	Non-fiction	of	the dignity of man	man	the dignity	1	2
bg44.0025.03	Brown	1960	G44	Non-fiction	of	the great periods of literary achievement	literary achievement	the great periods	2	3
bg44.0025.04	Brown	1960	G44	Non-fiction	of	the images of human nature	human nature	the images	2	2
bg44.0028.01	Brown	1960	G44	Non-fiction	s	Burns's my love is like a red , red rose	Burns's	my love is like a red , red rose	1	8
bg44.0028.03	Brown	1960	G44	Non-fiction	s	Hopkins' the thunder-purple sea-beach	Hopkins'	the thunder-purple sea-beach	1	3
bg44.0029.01	Brown	1960	G44	Non-fiction	s	Arnold's the unplumbed , salt , estranging sea	Arnold's	the unplumbed , salt , estranging sea	1	7
bg44.0039.01	Brown	1960	G44	Non-fiction	s	Henley's attitude of defiance which colors his ideal of self-mastery	Henley's	attitude of defiance which colors his ideal of self-mastery	1	8
bg44.0039.02	Brown	1960	G44	Non-fiction	of	Henley's attitude of defiance	defiance	Henley's attitude	1	2
bg44.0039.06	Brown	1960	G44	Non-fiction	s	Milton's sonnet on his own blindness	Milton's	sonnet on his own blindness	1	5
bg44.0040.01	Brown	1960	G44	Non-fiction	of	the least important chapters of this history	this history	the least important chapters	2	4
bg44.0040.03	Brown	1960	G44	Non-fiction	of	the history of philosophy , of religion , and of the sciences	philosophy, of religion, and of the sciences	the history	7	2
bg44.0042.02	Brown	1960	G44	Non-fiction	of	the primary objectives of the historian's research	the historian's research	the primary objectives	3	3
bg44.0043.01	Brown	1960	G44	Non-fiction	of	the actions of human beings	human beings	the actions	2	2
bg44.0049.01	Brown	1960	G44	Non-fiction	of	the art and literature of that age	that age	the art and literature	2	4
bg44.0057.01	Brown	1960	G44	Non-fiction	of	the lives of individual authors	individual authors	the lives	2	2
bg44.0059.02	Brown	1960	G44	Non-fiction	of	the spiritual and cultural life of any period of Western civilization during the past sixteen or seventeen centuries	any period of Western civilization during the past sixteen or seventeen centuries	the spiritual and cultural life	8	5
bg44.0061.02	Brown	1960	G44	Non-fiction	of	the scripture reading of , let us say , St. Augustine , John Bunyan , and Thomas Jefferson	, let us say, St. Augustine, John Bunyan, and Thomas Jefferson	the scripture reading	8	3
bg44.0062.01	Brown	1960	G44	Non-fiction	of	the importance of Shakespeare's familarity with Plutarch and Montaigne , of Shelley's study of Plato's dialogues , and of Coleridge's enthusiastic plundering of the writings of many philosophers and theologians from Plato to Schelling and William Godwin	Shakespeare's familarity with Plutarch and Montaigne, of Shelley's study of Plato's dialogues, and of Coleridge's enthusiastic plundering of the writings of many philosophers and theologians from Plato to Schelling and William Godwin	the importance	8	2
bg44.0062.02	Brown	1960	G44	Non-fiction	s	Shakespeare's familarity with Plutarch and Montaigne	Shakespeare's	familarity with Plutarch and Montaigne	1	5
bg44.0062.03	Brown	1960	G44	Non-fiction	s	Shelley's study of Plato's dialogues	Shelley's	study of Plato's dialogues	1	4
bg44.0062.06	Brown	1960	G44	Non-fiction	s	Coleridge's enthusiastic plundering of the writings of many philosophers and theologians from Plato to Schelling and William Godwin	Coleridge's	enthusiastic plundering of the writings of many philosophers and theologians from Plato to Schelling and William Godwin	1	8
bg44.0062.07	Brown	1960	G44	Non-fiction	of	Coleridge's enthusiastic plundering of the writings of many philosophers and theologians from Plato to Schelling and William Godwin	the writings of many philosophers and theologians from Plato to Schelling and William Godwin	Coleridge's enthusiastic plundering	8	3
bg44.0062.08	Brown	1960	G44	Non-fiction	of	the writings of many philosophers and theologians from Plato to Schelling and William Godwin	many philosophers and theologians from Plato to Schelling and William Godwin	the writings	8	2
bg44.0062.09	Brown	1960	G44	Non-fiction	of	the attention of English men of letters	English men of letters	the attention	4	2
bg44.0064.01	Brown	1960	G44	Non-fiction	s	English philosopher Samuel Alexander's debt to Wordsworth and Meredith	English philosopher Samuel Alexander's	debt to Wordsworth and Meredith	4	5
bg44.0065.01	Brown	1960	G44	Non-fiction	s	Hegel's profound admiration for the insights of the Greek tragedians	Hegel's	profound admiration for the insights of the Greek tragedians	1	8
bg44.0065.02	Brown	1960	G44	Non-fiction	of	the insights of the Greek tragedians	the Greek tragedians	the insights	3	2
bg45.0001.01	Brown	1960	G45	Non-fiction	s	Mr. Hearst's Morning American	Mr. Hearst's	Morning American	2	2
bg45.0007.03	Brown	1960	G45	Non-fiction	of	the antagonism of Hearst's San Francisco Examiner	Hearst's San Francisco Examiner	the antagonism	4	2
bg45.0007.04	Brown	1960	G45	Non-fiction	s	Hearst's San Francisco Examiner	Hearst's	San Francisco Examiner	1	3
bg45.0015.02	Brown	1960	G45	Non-fiction	of	the Southern District of New York	New York	the Southern District	2	3
bg45.0018.02	Brown	1960	G45	Non-fiction	of	the price of coal	coal	the price	1	2
bg45.0026.01	Brown	1960	G45	Non-fiction	of	the murder of McKinley	McKinley	the murder	1	2
bg45.0052.01	Brown	1960	G45	Non-fiction	of	the spoils of office	office	the spoils	1	2
bg45.0053.01	Brown	1960	G45	Non-fiction	of	the friends of Mr. Hearst	Mr. Hearst	the friends	2	2
bg45.0058.04	Brown	1960	G45	Non-fiction	of	the public life of his country	his country	the public life	2	3
bg45.0060.01	Brown	1960	G45	Non-fiction	of	Senator Edward Carmack of Tennessee	Tennessee	Senator Edward Carmack	1	3
bg45.0062.01	Brown	1960	G45	Non-fiction	of	the people of Tennessee	Tennessee	the people	1	2
bg45.0068.01	Brown	1960	G45	Non-fiction	s	Indiana's John W. Kern	Indiana's	John W. Kern	1	3
bg45.0068.02	Brown	1960	G45	Non-fiction	of	the history of the Republic	the Republic	the history	2	2
bg45.0091.01	Brown	1960	G45	Non-fiction	of	the nominee of the party	the party	the nominee	2	2
bg46.0006.02	Brown	1960	G46	Non-fiction	of	the portrayal of action	action	the portrayal	1	2
bg46.0011.01	Brown	1960	G46	Non-fiction	of	the insistence of General Radetzky	General Radetzky	the insistence	2	2
bg46.0012.02	Brown	1960	G46	Non-fiction	of	the legend of the Re Galantuomo	the Re Galantuomo	the legend	3	2
bg46.0014.02	Brown	1960	G46	Non-fiction	of	the unification of Italy	Italy	the unification	1	2
bg46.0015.01	Brown	1960	G46	Non-fiction	s	Trevelyan's Manin And The Venetian Revolution Of 1848	Trevelyan's	Manin And The Venetian Revolution Of 1848	1	7
bg46.0016.01	Brown	1960	G46	Non-fiction	of	the popular acclaim of the Garibaldi volumes	the Garibaldi volumes	the popular acclaim	3	3
bg46.0017.01	Brown	1960	G46	Non-fiction	of	The complexities of Venetian politics	Venetian politics	The complexities	2	2
bg46.0022.01	Brown	1960	G46	Non-fiction	of	the views of Bright's opponents and critics	Bright's opponents and critics	the views	4	2
bg46.0022.02	Brown	1960	G46	Non-fiction	s	Bright's opponents and critics	Bright's	opponents and critics	1	3
bg46.0023.02	Brown	1960	G46	Non-fiction	of	the real features of the man	the man	the real features	2	3
bg46.0024.01	Brown	1960	G46	Non-fiction	of	the story of Bright	Bright	the story	1	2
bg46.0025.03	Brown	1960	G46	Non-fiction	of	the feel of the man	the man	the feel	2	2
bg46.0028.01	Brown	1960	G46	Non-fiction	of	The biography of Lord Grey	Lord Grey	The biography	2	2
bg46.0029.03	Brown	1960	G46	Non-fiction	of	the figure of Grey	Grey	the figure	1	2
bg46.0030.03	Brown	1960	G46	Non-fiction	of	the shortsightedness of politicians	politicians	the shortsightedness	1	2
bg46.0033.01	Brown	1960	G46	Non-fiction	s	Grey's Northumberland background	Grey's	Northumberland background	1	2
bg46.0036.02	Brown	1960	G46	Non-fiction	s	Trevelyan's interpretations of history	Trevelyan's	interpretations of history	1	3
bg46.0036.03	Brown	1960	G46	Non-fiction	of	Trevelyan's interpretations of history	history	Trevelyan's interpretations	1	2
bg46.0038.01	Brown	1960	G46	Non-fiction	of	the period of Grey and Bright	Grey and Bright	the period	3	2
bg46.0041.01	Brown	1960	G46	Non-fiction	of	the study of Grey	Grey	the study	1	2
bg46.0041.04	Brown	1960	G46	Non-fiction	of	the stresses and strains of the revolutionary period	the revolutionary period	the stresses and strains	3	4
bg46.0045.01	Brown	1960	G46	Non-fiction	s	Trevelyan's strong point	Trevelyan's	strong point	1	2
bg46.0046.01	Brown	1960	G46	Non-fiction	of	the interrelations of economic and social and political affairs	economic and social and political affairs	the interrelations	6	2
bg46.0053.02	Brown	1960	G46	Non-fiction	s	Green's Short History	Green's	Short History	1	2
bg46.0057.01	Brown	1960	G46	Non-fiction	s	Trevelyan's excursions into contemporary history	Trevelyan's	excursions into contemporary history	1	4
bg46.0059.01	Brown	1960	G46	Non-fiction	of	Living pictures of the early boroughs	the early boroughs	Living pictures	3	2
bg46.0059.02	Brown	1960	G46	Non-fiction	of	the impact of the industrial revolution	the industrial revolution	the impact	3	2
bg46.0060.01	Brown	1960	G46	Non-fiction	of	The strength of the History	the History	The strength	2	2
bg46.0061.01	Brown	1960	G46	Non-fiction	of	the superiority of English institutions and character	English institutions and character	the superiority	4	2
bg46.0062.04	Brown	1960	G46	Non-fiction	of	the long reach of English history	English history	the long reach	2	3
bg46.0064.01	Brown	1960	G46	Non-fiction	s	Trevelyan's emphasis on their central place in the English tradition	Trevelyan's	emphasis on their central place in the English tradition	1	8
bg46.0065.03	Brown	1960	G46	Non-fiction	of	the positive views of a first-class mind	a first-class mind	the positive views	3	3
bg46.0066.03	Brown	1960	G46	Non-fiction	of	the first volume of Trevelyan's Queen Anne trilogy	Trevelyan's Queen Anne trilogy	the first volume	4	3
bg46.0066.04	Brown	1960	G46	Non-fiction	s	Trevelyan's Queen Anne trilogy	Trevelyan's	Queen Anne trilogy	1	3
bg46.0070.04	Brown	1960	G46	Non-fiction	of	the history of Queen Anne's reign	Queen Anne's reign	the history	3	2
bg46.0071.01	Brown	1960	G46	Non-fiction	s	Macaulay's History Of England	Macaulay's	History Of England	1	3
bg46.0076.01	Brown	1960	G46	Non-fiction	s	Macaulay's famous third chapter	Macaulay's	famous third chapter	1	3
bg46.0076.02	Brown	1960	G46	Non-fiction	of	the state of England at the opening of the eighteenth century	England at the opening of the eighteenth century	the state	8	2
bg46.0076.03	Brown	1960	G46	Non-fiction	of	the opening of the eighteenth century	the eighteenth century	the opening	3	2
bg46.0078.01	Brown	1960	G46	Non-fiction	of	the brutality and the violence of the age	the age	the brutality and the violence	2	5
bg46.0080.02	Brown	1960	G46	Non-fiction	of	the dramatic victory of Marlborough and Eugene of Savoy	Marlborough and Eugene of Savoy	the dramatic victory	5	3
bg46.0081.01	Brown	1960	G46	Non-fiction	of	The account of the battle	the battle	The account	2	2
bg46.0081.05	Brown	1960	G46	Non-fiction	s	Trevelyan's outstanding military narrative	Trevelyan's	outstanding military narrative	1	3
bg46.0082.01	Brown	1960	G46	Non-fiction	of	the excitement and importance of the battle	the battle	the excitement and importance	2	4
bg47.0010.02	Brown	1960	G47	Non-fiction	of	the other side of the Rhine	the Rhine	the other side	2	3
bg47.0012.01	Brown	1960	G47	Non-fiction	of	the west side of the river	the river	the west side	2	3
bg47.0013.01	Brown	1960	G47	Non-fiction	of	the streets of Strasbourg	Strasbourg	the streets	1	2
bg47.0065.02	Brown	1960	G47	Non-fiction	of	the side of the road	the road	the side	2	2
bg47.0076.03	Brown	1960	G47	Non-fiction	of	the ludicrousness of the situation	the situation	the ludicrousness	2	2
bg47.0093.01	Brown	1960	G47	Non-fiction	of	either side of the tent	the tent	either side	2	2
bg47.0104.01	Brown	1960	G47	Non-fiction	of	the patter of the rain	the rain	the patter	2	2
bg47.0120.01	Brown	1960	G47	Non-fiction	s	Garry Davis' place in his tent	Garry Davis'	place in his tent	2	4
bg47.0120.01	Brown	1960	G47	Non-fiction	s	Garry Davis' place in his tent	Garry Davis'	place in his tent	2	4
bg48.0001.01	Brown	1960	G48	Non-fiction	of	every detail of his pre-assault movements	his pre-assault movements	every detail	3	2
bg48.0002.02	Brown	1960	G48	Non-fiction	s	Cleburne's log parapet	Cleburne's	log parapet	1	2
bg48.0011.03	Brown	1960	G48	Non-fiction	s	Thomas' First Division	Thomas'	First Division	1	2
bg48.0014.01	Brown	1960	G48	Non-fiction	s	Thomas' injured back	Thomas'	injured back	1	2
bg48.0015.03	Brown	1960	G48	Non-fiction	s	Newton's crumbling line	Newton's	crumbling line	1	2
bg48.0016.01	Brown	1960	G48	Non-fiction	of	the final combat of the campaign	the campaign	the final combat	2	3
bg48.0018.02	Brown	1960	G48	Non-fiction	of	the surrender of the mayor	the mayor	the surrender	2	2
bg48.0019.02	Brown	1960	G48	Non-fiction	of	the Armies of the Tennessee and the Ohio	the Tennessee and the Ohio	the Armies	5	2
bg48.0019.03	Brown	1960	G48	Non-fiction	of	the line of Hardee's retreat	Hardee's retreat	the line	2	2
bg48.0021.04	Brown	1960	G48	Non-fiction	of	the balance of the line	the line	the balance	2	2
bg48.0027.01	Brown	1960	G48	Non-fiction	of	The measure of combat efficiency	combat efficiency	The measure	2	2
bg48.0032.02	Brown	1960	G48	Non-fiction	of	the slowness of a part of his army	a part of his army	the slowness	5	2
bg48.0032.05	Brown	1960	G48	Non-fiction	of	the larger fruits of victory	victory	the larger fruits	1	3
bg48.0038.02	Brown	1960	G48	Non-fiction	s	Slocum's telegram to Stanton	Slocum's	telegram to Stanton	1	3
bg48.0053.01	Brown	1960	G48	Non-fiction	of	the summary of the principal events of the campaign	the principal events of the campaign	the summary	6	2
bg48.0053.02	Brown	1960	G48	Non-fiction	of	the principal events of the campaign	the campaign	the principal events	2	3
bg48.0057.01	Brown	1960	G48	Non-fiction	of	the forerunners of barbed wire	barbed wire	the forerunners	2	2
bg48.0057.02	Brown	1960	G48	Non-fiction	of	the general use of anesthetics	anesthetics	the general use	1	3
bg48.0062.01	Brown	1960	G48	Non-fiction	of	the most brilliant feature of the Atlanta campaign	the Atlanta campaign	the most brilliant feature	3	4
bg48.0064.01	Brown	1960	G48	Non-fiction	of	The whistle of Sherman's locomotives	Sherman's locomotives	The whistle	2	2
bg48.0064.03	Brown	1960	G48	Non-fiction	of	the rattle of the skirmish fire	the skirmish fire	the rattle	3	2
